mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_cleaning__numerical_fillna_strategy,param_cleaning__threshold,param_corr_filter__threshold,param_rfe__n_features_to_select,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
20.03553490638733,1.5543002956672007,0.09892325401306153,0.02727610782952947,mean,0.4,0.7,0.7,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 0.7}",-948182360.022295,-928910534.1113611,-2176832056.559146,-1062869348.4693764,-705158413.6016613,-1164390542.552768,519314034.6575096,4,-509942813.40384316,-528235404.0722068,-494656021.7289519,-515687168.0523713,-574542206.8294123,-524612722.81735706,27196885.495761618
28.401069164276123,5.28996459260809,0.29485368728637695,0.09430361680151812,mean,0.4,0.7,10.0,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 10}",-1791385347.3154035,-1804083687.8471358,-1972200037.5818675,-2097244899.549146,-2690026634.7230015,-2070988121.4033108,329567253.4722954,41,-1680211780.7072325,-1672586562.4905233,-1704243994.8775709,-1623668348.1503901,-3048610704.997869,-1945864278.2447174,551994967.3314687
37.06830673217773,3.9334415749028846,0.34135146141052247,0.013543971299734617,mean,0.4,0.8,0.3,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 0.3}",-1050422758.5427668,-1252285695.159401,-1811513389.269796,-1236770346.9988754,-742398685.0020292,-1218678174.9945736,348729815.5125656,15,-656572381.3501176,-688167065.6003673,-700235191.194633,-692907966.6978738,-735633374.6841768,-694703195.9054338,25321079.647850674
24.035990715026855,2.7558675519232656,0.33982481956481936,0.006688995057002741,mean,0.4,0.8,0.7,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 0.7}",-981677035.0908458,-1023634323.0771681,-2370118781.25764,-1089959020.0072682,-737726485.1504301,-1240623128.9166703,577148569.7893171,22,-499870276.96288645,-528838267.8125137,-489644008.4251088,-511552376.6687018,-566216558.5934182,-519224297.69252586,26866823.443752084
44.72450170516968,3.0703633330121374,0.34891066551208494,0.013629685433074891,mean,0.4,0.8,10.0,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 10}",-3889266865.7940693,-3044277518.9726443,-1975500442.9326465,-2098750917.0880537,-1520664422.445476,-2505692033.446578,851039039.1978607,47,-3039583360.5709906,-3265144845.0288124,-1682628575.422451,-1618879670.2704241,-1613113574.9514172,-2243870005.2488194,745603189.0941981
46.42474546432495,1.2950777519114,0.346451473236084,0.00565910337226014,mean,0.4,0.9,0.3,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 0.3}",-941404829.8137579,-1091294874.7708836,-3517483986.6300516,-1302772826.4689717,-820585946.9141179,-1534708492.9195564,1004369324.0993096,32,-594489948.5694567,-658213112.1049037,-507466173.23294693,-594438760.6736212,-779589395.563395,-626839478.0288646,90181069.70004468
30.661162424087525,1.143868518724616,0.3448309898376465,0.015696755087054256,mean,0.4,0.9,0.7,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 0.7}",-916011395.968492,-907889042.7739365,-4005883262.82357,-1124109480.3439853,-659231177.6569525,-1522624871.9133873,1250337192.3965976,27,-463689637.94696283,-486436125.97414505,-368200091.6566435,-460172735.9120184,-532793990.0254772,-462258516.30304945,53690214.562093265
49.77849183082581,1.2717636619198582,0.3515082836151123,0.008556124261100789,mean,0.4,0.9,10.0,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 10}",-3652291167.1005945,-1804420372.5843756,-4553920647.228023,-2094656810.914744,-1559153610.5319924,-2732888521.6719456,1166919507.836197,50,-3000423455.469561,-1677676650.4859586,-1678043203.2902832,-1621641953.9759495,-1744800172.6785407,-1944517087.1800587,529393163.0885129
32.6538592338562,2.9273359518578936,0.33905925750732424,0.011666167749905707,mean,0.8,0.7,0.3,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 0.3}",-1001163141.3279366,-1246550016.0559926,-1741979010.2294328,-1212574682.8762808,-793715295.2368367,-1199196429.1452959,316438431.05223495,9,-663519293.430397,-682999636.5708523,-707587248.5914811,-680112045.937954,-737355221.0834633,-694314689.1228296,25716726.501822196
21.219755268096925,2.319762899183293,0.33541622161865237,0.00940882632574168,mean,0.8,0.7,0.7,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 0.7}",-959258003.1642011,-1000832578.7282729,-2214035511.6162586,-1109259827.4512007,-733091282.5254321,-1203295440.697073,520014541.9651948,14,-505941162.9423843,-525878282.5363225,-493168204.95491916,-508247725.38574207,-569875254.5722562,-520622126.0783248,26742745.19678293
34.776804542541505,2.9974912670971507,0.42313451766967775,0.07577903644419168,mean,0.8,0.7,10.0,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 10}",-1884587395.8585331,-1804083687.8471358,-1972200037.5818675,-2097244899.549146,-1549318295.8346224,-1861486863.334261,183911518.01100817,39,-1641480053.7364786,-1672586562.4905233,-1704243994.8775709,-1623668348.1503901,-1620804194.539654,-1652556630.7589233,31743416.36046633
46.454681634902954,3.7994230791159755,0.3919346332550049,0.07132841432647885,mean,0.8,0.8,0.3,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 0.3}",-1075284820.646781,-1245671110.0468967,-1836028584.0906596,-1222560830.835255,-753023296.3500526,-1226513728.393929,351839270.62265384,17,-652992654.3973337,-678226754.8308187,-700281529.8154788,-671420804.6450244,-731162231.2892567,-686816794.9955823,26842930.54032394
30.649949264526366,2.0506010778163097,0.3635532855987549,0.007860090569451281,mean,0.8,0.8,0.7,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 0.7}",-975687052.2733346,-1004669905.7869656,-2413384213.721623,-1116579764.5741298,-772908728.8990114,-1256645933.051013,588913147.2814996,23,-494262946.3617422,-524823388.57090485,-485862939.04306144,-502753867.5834445,-559314759.5563401,-513403580.22309864,26368600.91472036
49.78606419563293,4.023581191048367,0.35715088844299314,0.010115879180940363,mean,0.8,0.8,10.0,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 10}",-3889266865.7940693,-1804083687.8471358,-2942207685.937276,-2097244899.549146,-1520664422.445476,-2450693512.3146205,862445797.8539414,45,-3039583360.5709906,-1672586562.4905233,-2749107447.638287,-1623668348.1503901,-1613113574.9514172,-2139611858.7603219,623368968.3138171
50.79208402633667,2.25814063075327,0.4330572605133057,0.08932635088476136,mean,0.8,0.9,0.3,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 0.3}",-988657849.3439068,-1044170836.6445382,-3513605305.520817,-1441209173.9487903,-760981477.7491298,-1549724928.6414363,1006091371.8385806,34,-619012236.1546626,-636803351.5426047,-506659181.01323676,-604759182.4756389,-733296957.4022835,-620106181.7176853,72384938.00744547
33.39273819923401,2.01569910148107,0.47029671669006345,0.08279553938895327,mean,0.8,0.9,0.7,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 0.7}",-907990822.3129497,-892184799.8126435,-3959859793.533221,-1181501964.6538925,-690596366.3375031,-1526426749.330042,1226695378.9095654,30,-461070707.3400366,-485033036.4586098,-371568983.01082194,-451587243.8486987,-530275527.50685966,-459907099.6330053,51879138.72516409
53.93101620674133,2.1284249961345214,0.3949167251586914,0.07696716596101089,mean,0.8,0.9,10.0,"{'cleaning__numerical_fillna_strategy': 'mean', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 10}",-3995012122.480601,-1852219220.8527129,-4553920647.228023,-2094656810.914744,-1559205803.5298915,-2811002921.0011945,1219758496.2605886,52,-3098536191.475447,-1544801525.5667148,-1678043203.2902832,-1621641953.9759495,-1742264226.762427,-1937057420.2141643,584365860.0743849
28.23399305343628,2.7274844925677257,0.3251439094543457,0.009867783727390245,median,0.05,0.7,0.3,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.05, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 0.3}",-991997335.599684,-1240707173.0355575,-1556200051.591858,-1147182286.6266415,-859594343.614189,-1159136238.093586,237536163.8352965,3,-688157358.0409809,-703520150.001712,-756863780.6418394,-699883998.037164,-758970885.0653201,-721479234.3574032,30189138.352820244
18.47764368057251,1.8867387805930609,0.35762858390808105,0.07488147280133786,median,0.05,0.7,0.7,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.05, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 0.7}",-922190077.8526393,-951961865.307822,-2092121912.8861222,-1080780338.4648166,-685085251.0394579,-1146427889.1101718,489812912.7788268,2,-528663894.90718186,-539284541.502273,-511985295.267047,-527144240.0761777,-591419747.8249537,-539699543.9155266,27286086.202015948
30.01542477607727,2.5273671914044393,0.3395198345184326,0.009408580426251891,median,0.05,0.7,10.0,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.05, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 10}",-1795025140.3652833,-1804083687.8471358,-1972200037.5818675,-2097244899.549146,-1549318295.8346224,-1843574412.235611,185146687.1325866,37,-1686003272.2162216,-1672586562.4905233,-1704243994.8775709,-1623668348.1503901,-1620804194.539654,-1661461274.4548721,33579000.225288205
33.37846884727478,1.4635678519114055,0.39233694076538084,0.07344330657830515,median,0.05,0.8,0.3,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.05, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 0.3}",-1011634380.9825553,-1240208454.9738235,-1872751491.3198447,-1218063917.820247,-845299721.9515147,-1237591593.409597,348931468.41510564,19,-679844850.25962,-686880568.35614,-740907513.7127322,-693906829.738502,-759254823.6037393,-712158917.1341467,31814583.890546355
21.926514863967896,1.1597004207535866,0.36298508644104005,0.069403035787469,median,0.05,0.8,0.7,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.05, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 0.7}",-929749450.9006306,-957476038.8352889,-2281562271.0813394,-1088625169.234898,-727945154.1769873,-1197071616.8458288,554405524.9558058,7,-524958502.28824353,-532358652.2845994,-511298536.20715624,-521829597.00383884,-588607167.9780667,-535810491.15238094,27252417.41255941
35.8832549571991,1.5726829923524646,0.3202506065368652,0.01463245546435108,median,0.05,0.8,10.0,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.05, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 10}",-1795025140.3652833,-1804083687.8471358,-1973171579.5284145,-3847223334.3426747,-1549318295.8346224,-2193764407.583626,837704300.5468171,43,-1686003272.2162216,-1672586562.4905233,-1709956442.1623962,-2906725455.0831337,-1620804194.539654,-1919215185.298386,494616689.54986817
40.2311469078064,2.3321255104775527,0.33279738426208494,0.014460193057821797,median,0.05,0.9,0.3,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.05, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 0.3}",-945770016.5331337,-1023228178.9669415,-3609685796.8984365,-1426984208.6734965,-759111793.3895056,-1552955998.8923028,1051235592.7121184,36,-632385583.0875329,-644119812.2656447,-515071133.75653285,-643011400.3209394,-728927295.7819386,-632703045.0425177,68312632.10801183
25.886329078674315,2.3328258482427353,0.3285552978515625,0.01197141991934987,median,0.05,0.9,0.7,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.05, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 0.7}",-854738379.0368122,-910893684.9122986,-3858640180.7095184,-1143129273.118586,-656789718.0304885,-1484838247.161541,1196979800.464484,26,-478954458.78083915,-493738737.062792,-386566709.1819515,-468347531.16977715,-546343767.8049134,-474790240.80005467,51616263.88532209
42.75634126663208,2.4620708810515475,0.3234727382659912,0.008089684349667267,median,0.05,0.9,10.0,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.05, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 10}",-3458342863.9826427,-1804083687.8471358,-4150386156.118129,-3848429883.6127744,-1548007765.1630054,-2961850071.344737,1075594714.2839139,53,-2991623920.330366,-1672586562.4905233,-2910253884.322841,-2888945398.906158,-1620780626.3975413,-2416838078.4894857,629974766.0844507
32.504167318344116,2.9394463921483367,0.39995241165161133,0.08249894217990977,median,0.4,0.7,0.3,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 0.3}",-1015119630.3400435,-1244759741.8172336,-1778930208.5443726,-1181661503.0449476,-790489008.2809587,-1202192018.4055111,328437482.64295626,13,-650835422.3160852,-683673686.4476451,-711532136.9121113,-693078023.4057785,-741443928.2325318,-696112639.4628303,30022156.759272497
21.257117366790773,2.0607116584929397,0.42105774879455565,0.10245876320153895,median,0.4,0.7,0.7,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 0.7}",-948182360.022295,-928907378.5814658,-2176832056.559146,-1073771654.9235177,-705158413.6016613,-1166570372.737617,518906213.25024563,5,-509942813.40384316,-528235409.0394333,-494656021.7289519,-515334359.91889244,-574542206.8294123,-524542162.18410665,27220398.73159556
35.143163967132566,3.14056178609954,0.4421807289123535,0.09779259796801021,median,0.4,0.7,10.0,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 10}",-1791385347.3154035,-1804083687.8471358,-1972200037.5818675,-2097244899.549146,-2690026634.7230015,-2070988121.4033108,329567253.4722954,41,-1680211780.7072325,-1672586562.4905233,-1704243994.8775709,-1623668348.1503901,-3048610704.997869,-1945864278.2447174,551994967.3314687
45.5468147277832,3.345633379830434,0.39729952812194824,0.09148182997941282,median,0.4,0.8,0.3,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 0.3}",-1050422758.5427668,-1252285695.159401,-1811513389.269796,-1236770346.9988754,-742398685.0020292,-1218678174.9945736,348729815.5125656,15,-656572381.3501176,-688167065.6003673,-700235191.194633,-692907966.6978738,-735633374.6841768,-694703195.9054338,25321079.647850674
30.054188108444215,1.9749139539171134,0.40944552421569824,0.07012691334351057,median,0.4,0.8,0.7,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 0.7}",-979884460.9051731,-1023634323.0771681,-2362012559.8595448,-1088769690.7968073,-737726485.1504301,-1238405503.9578247,574199087.8370198,21,-500087628.896446,-528838267.8125137,-491599762.4553342,-511990091.2417034,-566216558.5934182,-519746461.79988307,26385596.494774643
48.509729337692264,3.8645881941704596,0.40841245651245117,0.08513788653678733,median,0.4,0.8,10.0,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 10}",-3889266865.7940693,-3044277518.9726443,-1975500442.9326465,-2098750917.0880537,-1520664422.445476,-2505692033.446578,851039039.1978607,47,-3039583360.5709906,-3265144845.0288124,-1682628575.422451,-1618879670.2704241,-1613113574.9514172,-2243870005.2488194,745603189.0941981
49.31920394897461,2.3813594656180066,0.3926369667053223,0.09446570395029286,median,0.4,0.9,0.3,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 0.3}",-941404829.8137579,-1045899969.3708488,-3517483986.6300516,-1302772826.4689717,-820585946.9141179,-1525629511.8395495,1008533062.6613523,29,-594489948.5694567,-616667149.7371857,-507466173.23294693,-594438760.6736212,-779589395.563395,-618530285.5553211,88811130.62127529
32.10390939712524,2.129691238920522,0.40702309608459475,0.08902228516449175,median,0.4,0.9,0.7,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 0.7}",-916011395.968492,-919073040.3630058,-4005883262.82357,-1119446319.6203837,-658646063.5194563,-1523812016.4589815,1249626523.2791448,28,-463689637.94696283,-486651522.34567237,-368200091.6566435,-458984955.8723597,-532840820.740569,-462073405.71244156,53733528.951426655
51.74761075973511,2.3015040932688526,0.3533658981323242,0.011461781257157104,median,0.4,0.9,10.0,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.4, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 10}",-3652291167.1005945,-1800432598.8652122,-4553920647.228023,-2094656810.914744,-1559153610.5319924,-2732090966.928113,1167555005.340885,49,-3000423455.469561,-1677428655.0740366,-1678043203.2902832,-1621641953.9759495,-1744800172.6785407,-1944467488.0976741,529418172.19164556
33.81243162155151,2.9623786042256115,0.35544800758361816,0.012271594241924663,median,0.8,0.7,0.3,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 0.3}",-1001163141.3279366,-1246550016.0559926,-1741979010.2294328,-1212574682.8762808,-793715295.2368367,-1199196429.1452959,316438431.05223495,9,-663519293.430397,-682999636.5708523,-707587248.5914811,-680112045.937954,-737355221.0834633,-694314689.1228296,25716726.501822196
22.02171664237976,2.3572234607384686,0.34960498809814455,0.00885783631579169,median,0.8,0.7,0.7,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 0.7}",-959258003.1642011,-995036341.1475345,-2212056258.8373713,-1109676148.3811417,-733091282.5254321,-1201823606.8111362,519686482.88339716,12,-505941162.9423843,-525963781.32295877,-493009618.68349665,-508206416.88395566,-569875254.5722562,-520599246.88101035,26782577.948850702
35.92168478965759,3.0582670957332825,0.3602619647979736,0.006534579064646472,median,0.8,0.7,10.0,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.7, 'rfe__n_features_to_select': 10}",-1884587395.8585331,-1804083687.8471358,-1972200037.5818675,-2097244899.549146,-1549318295.8346224,-1861486863.334261,183911518.01100817,39,-1641480053.7364786,-1672586562.4905233,-1704243994.8775709,-1623668348.1503901,-1620804194.539654,-1652556630.7589233,31743416.36046633
48.0560544013977,4.052796761673399,0.5012342929840088,0.20155443819362637,median,0.8,0.8,0.3,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 0.3}",-1075284820.646781,-1245671110.0468967,-1836028584.0906596,-1222560830.835255,-753023296.3500526,-1226513728.393929,351839270.62265384,17,-652992654.3973337,-678226754.8308187,-700281529.8154788,-671420804.6450244,-731162231.2892567,-686816794.9955823,26842930.54032394
31.336996221542357,2.0004969314036,0.45091814994812013,0.10545344423005183,median,0.8,0.8,0.7,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 0.7}",-975687052.2733346,-1009116703.8738964,-2411622314.177997,-1116579764.5741298,-772908728.8990114,-1257182912.7596738,587843146.6713889,24,-494262946.3617422,-522726743.9728824,-485890527.5536247,-502753867.5834445,-559314759.5563401,-512989769.0056068,26194082.853082262
47.628171873092654,1.8564390865763258,0.11280632019042969,0.029777049130640675,median,0.8,0.8,10.0,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.8, 'rfe__n_features_to_select': 10}",-3889266865.7940693,-1804083687.8471358,-2942207685.937276,-2097244899.549146,-1520664422.445476,-2450693512.3146205,862445797.8539414,45,-3039583360.5709906,-1672586562.4905233,-2749107447.638287,-1623668348.1503901,-1613113574.9514172,-2139611858.7603219,623368968.3138171
41.916851139068605,4.276003848233131,0.10816640853881836,0.03474139103597014,median,0.8,0.9,0.3,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 0.3}",-988657849.3439068,-1060017289.5271951,-3513605305.520817,-1441209173.9487903,-760981477.7491298,-1552894219.2179675,1004517561.0509185,35,-619012236.1546626,-623225948.5767927,-506659181.01323676,-604759182.4756389,-733296957.4022835,-617390701.1245229,71961051.32992762
25.014003896713255,1.3901778277449204,0.11979594230651855,0.025549226626329084,median,0.8,0.9,0.7,"{'cleaning__numerical_fillna_strategy': 'median', 'cleaning__threshold': 0.8, 'corr_filter__threshold': 0.9, 'rfe__n_features_to_select': 0.7}",-907990822.3129497,-892279475.1611376,-3959859793.533221,-1181501964.6538925,-690596366.3375031,-1526445684.3997407,1226685589.3998225,31,-461070707.3400366,-485013109.07829785,-371568983.01082194,-451587243.8486987,-530275527.50685966,-459903114.15694296,51877209.068736255
